6.7525694,-16.71314306,-1.44
6.39919184,-52.69571799,-0.62
14.2612076,19.18726997,-0.05
14.66136068,-60.83514707,-0.01
18.61560722,38.78299311,0.03
5.27813767,45.99902927,0.08
5.24229756,-8.20163919,0.18
7.65514946,5.22750767,0.4
1.62854213,-57.23666007,0.45
5.91952477,7.40703634,0.45
14.06373459,-60.3729784,0.61
19.84630057,8.86738491,0.76
12.44331705,-63.09905586,0.77
4.59866679,16.50976164,0.87
5.2778513412,46.0067085932,0.96
13.41989015,-11.16124491,0.98
16.49012986,-26.43194608,1.06
7.75537884,28.02631031,1.16
22.96078488,-29.62183701,1.17
12.79536635,-59.68873246,1.25
20.69053151,45.28033423,1.25
14.66094188,-60.83947139,1.35
10.13957205,11.96719513,1.36
6.9770963,-28.97208931,1.5
7.57666793,31.88863645,1.58
12.5194248,-57.11256922,1.59
17.56014624,-37.10374835,1.62
5.41885227,6.34973451,1.64
5.43819386,28.60787346,1.65
9.22006688,-69.71747245,1.67
5.60355904,-1.20191725,1.69
22.13718789,-46.96061593,1.73
5.67931244,-1.94257841,1.74
8.15887648,-47.33661177,1.75
12.9004536,55.95984301,1.76
3.40537459,49.86124281,1.79
18.40287397,-34.3843146,1.79
11.06217691,61.75111888,1.81
7.13985723,-26.39320776,1.83
13.79237392,49.31330288,1.85
8.37524019,-59.50953829,1.86
17.62197938,-42.99782155,1.86
5.99215817,44.94743492,1.9
16.81107382,-69.02763503,1.91
6.62852842,16.39941482,1.93
8.7450548,-54.70856797,1.93
20.42745823,-56.73488071,1.94
2.52974312,89.26413805,1.97
6.37832983,-17.95591658,1.98
9.45979217,-8.65868335,1.99
2.11952383,23.46277743,2.01
10.3328227,19.84186032,2.01
0.7264523,-17.9866841,2.04
18.92108797,-26.29659428,2.05
14.11147907,-36.36869575,2.06
0.13976888,29.09082805,2.07
1.16216599,35.62083048,2.07
5.79594109,-9.66960186,2.07
14.84510983,74.15547596,2.07
22.71109302,-46.88456594,2.07
17.58222354,12.56057584,2.08
3.13614714,40.9556512,2.09
2.06497752,42.32984832,2.1
11.81774398,14.57233687,2.14
0.9451392,60.71674966,2.15
12.69200138,-48.95988553,2.2
8.0597417,-40.00318846,2.21
9.28484122,-59.27526115,2.21
15.57810819,26.71491041,2.22
9.13327141,-43.43262406,2.23
13.39872773,54.92541525,2.23
20.37047223,40.2566815,2.23
0.67510756,56.53740928,2.24
17.94343829,51.48895101,2.24
5.53344437,-0.2990934,2.25
0.15280269,59.15021814,2.28
13.66479797,-53.46636269,2.29
16.00555881,-22.62162024,2.29
16.83617915,-34.29260982,2.29
14.69882606,-47.38814127,2.3
14.5917921,-42.15774562,2.33
11.0306641,56.38234478,2.34
14.74979191,27.07417383,2.35
21.73642787,9.87500791,2.38
17.70813327,-39.02992092,2.39
0.43801871,-42.30512197,2.4
11.89715035,53.69473296,2.41
17.17296177,-15.72514757,2.43
23.06287038,28.08245462,2.44
7.40158473,-29.30311979,2.45
21.30960598,62.58545529,2.45
9.36856367,-55.01069531,2.47
20.77012006,33.96945334,2.48
23.07933801,15.20536786,2.49
3.03799418,4.08992539,2.54
16.61931389,-10.5671518,2.54
13.92567635,-47.28826634,2.55
11.23511447,20.52403384,2.56
16.0906208,-19.80539286,2.56
5.54550386,-17.82229227,2.58
12.13931767,-50.72240999,2.58
12.26346329,-17.5419837,2.58
19.04353428,-29.88011429,2.6
15.28346439,-9.38286694,2.61
15.7377766,6.42551971,2.63
1.91065251,20.80829949,2.64
5.66081665,-34.07404941,2.65
5.99534393,37.21276409,2.65
12.57312057,-23.39662306,2.65
1.43016751,60.23540347,2.66
13.91142116,18.39858742,2.68
14.97554279,-43.13386699,2.68
4.94989339,33.16613537,2.69
10.77947836,-49.42012517,2.69
12.61974547,-69.13553358,2.69
17.512733,-37.29574016,2.7
7.28571226,-37.09748689,2.71
18.34989489,-29.82803914,2.72
19.77099171,10.61326869,2.72
16.23910173,-3.69397562,2.73
16.39986301,61.51407536,2.73
10.71595186,-64.39447937,2.74
12.69444503,-1.44952231,2.74
5.59055031,-5.90989984,2.75
13.34335154,-36.71208109,2.75
14.84799369,-16.04161047,2.75
17.72454914,4.56691684,2.76
5.13084276,-5.08626282,2.78
16.50368379,21.4896485,2.78
17.24412845,14.39025314,2.78
12.25243248,-58.74890179,2.79
17.5072158,52.30135901,2.79
15.58568343,-41.16669497,2.8
5.47075731,-20.75923214,2.81
16.68818808,31.60188695,2.81
0.42755612,-77.25503511,2.82
16.59804428,-28.21596156,2.82
18.46618597,-25.42124732,2.82
0.22059721,15.18361593,2.83
8.12575059,-24.30443677,2.83
15.91911334,-63.42974973,2.83
3.90219957,31.88365776,2.84
17.42166588,-55.52982397,2.84
17.53070044,-49.87598159,2.84
3.79140671,24.10524193,2.85
13.03632237,10.95910186,2.85
21.78396813,-16.12656595,2.85
7.5769778295,31.8918827889,2.85
1.97940884,-61.56992444,2.86
19.74956725,45.13069195,2.86
6.3826642,22.51385027,2.87
15.31519133,-68.67946723,2.87
22.30838283,-60.25949486,2.87
2.97103212,-40.30473491,2.88
19.1627316,-21.02352534,2.88
7.45252008,8.28940893,2.89
12.9338447,38.31824617,2.89
15.98086685,-26.1140428,2.89
3.96422809,40.01027315,2.9
16.35314514,-25.59275259,2.9
21.52597796,-5.57115593,2.9
3.07994173,53.50645031,2.91
9.78503822,-65.07201888,2.92
22.71670238,30.22130866,2.93
6.83226023,-50.61439973,2.94
12.4977731,-16.51509397,2.94
22.09639591,-0.31982656,2.95
3.96714724,-13.50824471,2.97
5.62741229,21.14259299,2.97
9.76419511,23.77427792,2.97
18.09681239,-30.42365007,2.98
13.31534816,-23.17141246,2.99
17.79307809,-40.12698197,2.99
19.09017012,13.86370983,2.99
2.15903358,34.98739204,3
11.16107206,44.49855337,3
15.34548589,71.83397308,3
16.86451079,-38.04732717,3
21.8987928,-37.3648229,3
3.71541169,47.7876533,3.01
6.33855198,-30.06337656,3.02
7.05040932,-23.83330131,3.02
12.16875718,-22.61979211,3.02
5.032815,43.82331397,3.03
12.77135267,-68.10809405,3.04
14.53465494,38.30788348,3.04
19.51202368,27.9596948,3.05
20.35017956,-14.78140119,3.05
6.73220272,25.13115531,3.06
10.37216756,41.4994335,3.06
19.20920972,67.66131695,3.07
